variable,split,performance,metric,ibs,variance,num_classes,N,missing_rate,model,restored
PRKN,3,0.9984,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
PRKN,4,0.9991,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
PRKN,5,0.9997,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
HLA-DRB1,1,0.7892,f1_weighted,,1.4483,3,6836,0.0,LogisticRegression,False
HLA-DRB1,2,0.7848,f1_weighted,,1.4483,3,6836,0.0,LogisticRegression,False
HLA-DRB1,3,0.786,f1_weighted,,1.4483,3,6836,0.0,LogisticRegression,False
HLA-DRB1,4,0.7797,f1_weighted,,1.4484,3,6836,0.0,LogisticRegression,False
HLA-DRB1,5,0.7829,f1_weighted,,1.4484,3,6835,0.0,LogisticRegression,False
NRG1,1,0.492,f1_weighted,,1.567,3,5331,0.0,LogisticRegression,False
NRG1,2,0.4945,f1_weighted,,1.567,3,5331,0.0,LogisticRegression,False
NRG1,3,0.5077,f1_weighted,,1.567,3,5330,0.0,LogisticRegression,False
NRG1,4,0.494,f1_weighted,,1.567,3,5330,0.0,LogisticRegression,False
NRG1,5,0.4932,f1_weighted,,1.567,3,5330,0.0,LogisticRegression,False
CLU,1,0.5013,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,2,0.4877,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,3,0.4949,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,4,0.4917,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,5,0.4961,f1_weighted,,1.5685,3,5289,0.0,LogisticRegression,False
ANK3,1,0.9441,f1_weighted,,1.2553,3,7533,0.0,LogisticRegression,False
ANK3,2,0.9441,f1_weighted,,1.2553,3,7533,0.0,LogisticRegression,False
ANK3,3,0.944,f1_weighted,,1.2552,3,7532,0.0,LogisticRegression,False
ANK3,4,0.944,f1_weighted,,1.2552,3,7532,0.0,LogisticRegression,False
ANK3,5,0.944,f1_weighted,,1.2552,3,7532,0.0,LogisticRegression,False
IL2RA,1,0.5991,f1_weighted,,1.5007,3,5934,0.0,LogisticRegression,False
IL2RA,2,0.6018,f1_weighted,,1.5007,3,5934,0.0,LogisticRegression,False
IL2RA,3,0.5977,f1_weighted,,1.5008,3,5933,0.0,LogisticRegression,False
IL2RA,4,0.6021,f1_weighted,,1.5008,3,5933,0.0,LogisticRegression,False
IL2RA,5,0.5916,f1_weighted,,1.5008,3,5933,0.0,LogisticRegression,False
PICALM,1,0.4955,f1_weighted,,1.581,3,5320,0.0,LogisticRegression,False
PICALM,2,0.4966,f1_weighted,,1.581,3,5320,0.0,LogisticRegression,False
PICALM,3,0.5159,f1_weighted,,1.581,3,5319,0.0,LogisticRegression,False
PICALM,4,0.5067,f1_weighted,,1.581,3,5319,0.0,LogisticRegression,False
PICALM,5,0.5118,f1_weighted,,1.581,3,5319,0.0,LogisticRegression,False
SORL1,1,0.5027,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,2,0.498,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,3,0.4891,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,4,0.4911,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,5,0.5084,f1_weighted,,1.553,3,5344,0.0,LogisticRegression,False
LRRK2,1,1.0,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,2,1.0,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,3,1.0,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,4,1.0,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,5,1.0,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
CACNA1C,1,0.517,f1_weighted,,1.585,3,5346,0.0,LogisticRegression,False
CACNA1C,2,0.5361,f1_weighted,,1.585,3,5346,0.0,LogisticRegression,False
CACNA1C,3,0.5261,f1_weighted,,1.585,3,5345,0.0,LogisticRegression,False
CACNA1C,4,0.5235,f1_weighted,,1.585,3,5345,0.0,LogisticRegression,False
CACNA1C,5,0.5212,f1_weighted,,1.585,3,5345,0.0,LogisticRegression,False
TCF4,1,0.946,f1_weighted,,1.2489,3,7551,0.0,LogisticRegression,False
TCF4,2,0.9461,f1_weighted,,1.249,3,7551,0.0,LogisticRegression,False
TCF4,3,0.946,f1_weighted,,1.249,3,7551,0.0,LogisticRegression,False
TCF4,4,0.9461,f1_weighted,,1.249,3,7551,0.0,LogisticRegression,False
TCF4,5,0.946,f1_weighted,,1.2489,3,7551,0.0,LogisticRegression,False
CD33,1,0.5359,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,2,0.5474,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,3,0.5399,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,4,0.5366,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,5,0.5478,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
Volume_of_brain_grey_white_matter,1,-0.2314,r2,,1.0011566609967146,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,2,-0.2298,r2,,0.9978077962421626,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,3,-0.2396,r2,,0.9977002933980667,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,4,-0.2054,r2,,0.9962851156757936,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,5,-0.2468,r2,,1.0066119709060475,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,1,-0.0462,r2,,1.008135047594791,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,2,-0.0371,r2,,0.9933223315480688,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,3,-0.0564,r2,,0.9946493484549758,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,4,-0.0281,r2,,0.9946540815537411,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,5,-0.087,r2,,1.007767603346284,,3991,0.0,Ridge,False
Volume_of_white_matter,1,-0.2568,r2,,1.0012235597967725,,3991,0.0,Ridge,False
Volume_of_white_matter,2,-0.2489,r2,,0.995085181543053,,3991,0.0,Ridge,False
Volume_of_white_matter,3,-0.2731,r2,,0.9992520152785663,,3991,0.0,Ridge,False
Volume_of_white_matter,4,-0.2324,r2,,0.9967451817838194,,3991,0.0,Ridge,False
Volume_of_white_matter,5,-0.2523,r2,,1.0072555248237904,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,1,-0.1952,r2,,1.0099773064526762,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,2,-0.163,r2,,0.983866078842197,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,3,-0.2352,r2,,0.9998880536525935,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,4,-0.1727,r2,,0.9948400790882176,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,5,-0.2127,r2,,1.0096089803899548,,3991,0.0,Ridge,False
Volume_of_grey_matter,1,-0.1997,r2,,1.0003266707435732,,3991,0.0,Ridge,False
Volume_of_grey_matter,2,-0.2072,r2,,0.9987969913400245,,3991,0.0,Ridge,False
Volume_of_grey_matter,3,-0.2059,r2,,1.000088749218261,,3991,0.0,Ridge,False
Volume_of_grey_matter,4,-0.1811,r2,,0.9960311928555338,,3991,0.0,Ridge,False
Volume_of_grey_matter,5,-0.2338,r2,,1.004301062784186,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,1,-0.0462,r2,,1.0024208165892616,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,2,-0.0505,r2,,0.9964452821771432,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,3,-0.0398,r2,,1.0017590119877058,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,4,-0.0391,r2,,0.9960036608164499,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,5,-0.0671,r2,,1.0027903957930924,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,1,-0.2519,r2,,1.0211792658679142,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,2,-0.236,r2,,0.9908232170376695,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,3,-0.2376,r2,,1.00866718459597,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,4,-0.2075,r2,,0.9914316246109313,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,5,-0.2044,r2,,0.9880552003060138,,3991,0.0,Ridge,False
Alcohol_intake_frequency,1,-0.2803,r2,,0.9983434070181519,,3991,0.0,Ridge,False
Alcohol_intake_frequency,2,-0.2991,r2,,1.0029214477372026,,3991,0.0,Ridge,False
Alcohol_intake_frequency,3,-0.2989,r2,,0.996398049667919,,3991,0.0,Ridge,False
Alcohol_intake_frequency,4,-0.2806,r2,,0.9978224479265807,,3991,0.0,Ridge,False
Alcohol_intake_frequency,5,-0.2928,r2,,1.003500967405916,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,1,-0.3251,r2,,0.8416652623393781,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,2,-0.3363,r2,,0.8363300848278993,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,3,-0.3083,r2,,0.8194401350564527,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,4,-0.238,r2,,0.7910202985152659,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,5,-0.285,r2,,0.8174276473858095,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,1,-0.3375,r2,,0.8370882094441332,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,2,-0.2851,r2,,0.8027658820582653,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,3,-0.3118,r2,,0.8111792540903603,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,4,-0.2274,r2,,0.8099568726239101,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,5,-0.3049,r2,,0.830590731047109,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,1,-0.336,r2,,0.8428586877660922,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,2,-0.3871,r2,,0.8796429820020933,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,3,-0.2324,r2,,0.8088060343117991,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,4,-0.2966,r2,,0.8277860586146455,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,5,-0.2692,r2,,0.8377283973377321,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,1,-0.3249,r2,,0.8449199710102534,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,2,-0.3289,r2,,0.8376096721629698,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,3,-0.3658,r2,,0.8627165977123791,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,4,-0.2076,r2,,0.7647000741181931,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,5,-0.2689,r2,,0.8245275458650668,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,1,-0.7601,r2,,0.9215451030232796,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,2,-0.3967,r2,,0.8546931680890731,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,3,-0.3618,r2,,0.8226235302974929,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,4,-0.0846,r2,,0.5333706620889792,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,5,-0.67,r2,,0.9094202128906136,,3991,0.0,Ridge,False
Alcohol_drinker_status,1,0.9765,f1_weighted,,1.1597,4,7799,0.0,LogisticRegression,False
Alcohol_drinker_status,2,0.9767,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Alcohol_drinker_status,3,0.9767,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Alcohol_drinker_status,4,0.9767,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Alcohol_drinker_status,5,0.9767,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Pulse_wave_reflection_index,1,-0.0809,r2,,0.627086270514027,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,2,-1.0725,r2,,1.057395661065651,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,3,-0.1111,r2,,0.6634744261268507,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,4,-1.883,r2,,1.0848518940290648,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,5,-1.7499,r2,,1.083504958417183,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,1,-0.0712,r2,,0.6163810156471452,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,2,-0.7979,r2,,1.0338154419617773,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,3,-0.172,r2,,0.7873306103440797,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,4,-0.9232,r2,,1.0449120696523324,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,5,-0.8315,r2,,1.0402338365158397,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,1,-0.244,r2,,0.8460671881474301,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,2,-0.3272,r2,,0.906158123306925,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,3,-0.3484,r2,,0.9252420089366261,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,4,-0.3399,r2,,0.9247560971186595,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,5,-0.3039,r2,,0.9143278701074444,,3991,0.0,Ridge,False
Cholesterol,1,-0.2708,r2,,0.9504597366131037,,3991,0.0,Ridge,False
Cholesterol,2,-0.303,r2,,0.9465525591642392,,3991,0.0,Ridge,False
Cholesterol,3,-0.2911,r2,,0.953173711153401,,3991,0.0,Ridge,False
Cholesterol,4,-0.2908,r2,,0.9464309818959667,,3991,0.0,Ridge,False
Cholesterol,5,-0.3071,r2,,0.9450534976030625,,3991,0.0,Ridge,False
Glucose,1,-0.3697,r2,,0.9110054997029335,,3991,0.0,Ridge,False
Glucose,2,-0.2419,r2,,0.8681546198152305,,3991,0.0,Ridge,False
Glucose,3,-0.4458,r2,,0.922361452738204,,3991,0.0,Ridge,False
Glucose,4,-0.1544,r2,,0.774543977752701,,3991,0.0,Ridge,False
Glucose,5,-0.3401,r2,,0.8961327712325623,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,1,-0.257,r2,,0.9385113735767847,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,2,-0.2597,r2,,0.9495496382407015,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,3,-0.2974,r2,,0.9366791118216004,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,4,-0.2336,r2,,0.9215577244451032,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,5,-0.3404,r2,,0.9698905353724481,,3991,0.0,Ridge,False
HDL_cholesterol,1,-0.2654,r2,,0.8765904188467232,,3991,0.0,Ridge,False
HDL_cholesterol,2,-0.2962,r2,,0.8901523661386557,,3991,0.0,Ridge,False
HDL_cholesterol,3,-0.2972,r2,,0.8860912801091712,,3991,0.0,Ridge,False
HDL_cholesterol,4,-0.2908,r2,,0.8924908050493253,,3991,0.0,Ridge,False
HDL_cholesterol,5,-0.3018,r2,,0.8867674656382296,,3991,0.0,Ridge,False
LDL_direct,1,-0.2804,r2,,0.952736348224913,,3991,0.0,Ridge,False
LDL_direct,2,-0.2934,r2,,0.9415403212029004,,3991,0.0,Ridge,False
LDL_direct,3,-0.2922,r2,,0.9509389473690089,,3991,0.0,Ridge,False
LDL_direct,4,-0.291,r2,,0.9429175404517549,,3991,0.0,Ridge,False
LDL_direct,5,-0.304,r2,,0.9451276612255045,,3991,0.0,Ridge,False
Triglycerides,1,-0.2965,r2,,0.9567518416129827,,3991,0.0,Ridge,False
Triglycerides,2,-0.2992,r2,,0.9563172278527368,,3991,0.0,Ridge,False
Triglycerides,3,-0.3353,r2,,0.9610462032457271,,3991,0.0,Ridge,False
Triglycerides,4,-0.2659,r2,,0.94082914253597,,3991,0.0,Ridge,False
Triglycerides,5,-0.2837,r2,,0.9547651376361498,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,1,-0.2748,r2,,0.9853373194587922,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,2,-0.33,r2,,0.9940972520626541,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,3,-0.2947,r2,,0.9962742065813041,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,4,-0.2986,r2,,0.9804582866409945,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,5,-0.2939,r2,,0.9873719038650705,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,1,-0.2505,r2,,0.9852176675093759,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,2,-0.3175,r2,,0.9887476899722847,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,3,-0.297,r2,,0.9895763007560583,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,4,-0.2904,r2,,0.9844270331858445,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,5,-0.3147,r2,,0.994655317874984,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,1,-0.2477,r2,,0.982850393165225,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,2,-0.259,r2,,0.9946384355418731,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,3,-0.2811,r2,,0.9873389387030242,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,4,-0.2704,r2,,0.9902941847842236,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,5,-0.2666,r2,,0.989904982765766,,3991,0.0,Ridge,False
Cancer_diagnosed_by_doctor,1,0.9711,f1_weighted,,1.1657,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,2,0.9711,f1_weighted,,1.1657,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,3,0.9711,f1_weighted,,1.1657,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,4,0.9711,f1_weighted,,1.1655,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,5,0.9713,f1_weighted,,1.1658,4,7757,0.0,LogisticRegression,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,1,-0.2812,r2,,0.9490826592091018,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,2,-0.3094,r2,,0.9557618660823186,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,3,-0.3163,r2,,0.968562877354018,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,4,-0.2802,r2,,0.9534801561863514,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,5,-0.2898,r2,,0.9599058174673176,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,1,-0.2849,r2,,0.950167114650955,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,2,-0.2948,r2,,0.9579556579622162,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,3,-0.3188,r2,,0.9719528905245475,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,4,-0.2728,r2,,0.9509127650250787,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,5,-0.289,r2,,0.9580923945242957,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,1,-0.2932,r2,,0.9498999487948044,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,2,-0.2986,r2,,0.9628664862192207,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,3,-0.3207,r2,,0.9704234525246223,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,4,-0.2793,r2,,0.9519505698848273,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,5,-0.2779,r2,,0.9566807523567206,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,1,-0.2813,r2,,0.9528594789755438,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,2,-0.2985,r2,,0.956636341300652,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,3,-0.2898,r2,,0.9755944298859203,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,4,-0.2641,r2,,0.9497747466567233,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,5,-0.3396,r2,,0.9740667123864081,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,1,-0.2614,r2,,0.9547590638633322,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,2,-0.2828,r2,,0.9584427359135497,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,3,-0.2954,r2,,0.9737962797696087,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,4,-0.26,r2,,0.9571741950224484,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,5,-0.3089,r2,,0.9662273376522578,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,1,-0.2618,r2,,0.9594160065688114,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,2,-0.2626,r2,,0.9565040949104143,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,3,-0.3093,r2,,0.9709889245723489,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,4,-0.2786,r2,,0.9645062439877384,,3991,0.0,Ridge,False
