variable,split,performance,metric,ibs,variance,num_classes,N,missing_rate,model,restored
PRKN,1,0.7397,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
PRKN,2,0.7791,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
PRKN,3,0.7632,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
PRKN,4,0.7499,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
PRKN,5,0.7478,f1_weighted,,1.0,2,7922,0.0,LogisticRegression,False
HLA-DRB1,1,0.5347,f1_weighted,,1.4483,3,6836,0.0,LogisticRegression,False
HLA-DRB1,2,0.5255,f1_weighted,,1.4483,3,6836,0.0,LogisticRegression,False
HLA-DRB1,3,0.5383,f1_weighted,,1.4483,3,6836,0.0,LogisticRegression,False
HLA-DRB1,4,0.5382,f1_weighted,,1.4484,3,6836,0.0,LogisticRegression,False
HLA-DRB1,5,0.5386,f1_weighted,,1.4484,3,6835,0.0,LogisticRegression,False
NRG1,1,0.3919,f1_weighted,,1.567,3,5331,0.0,LogisticRegression,False
NRG1,2,0.3935,f1_weighted,,1.567,3,5331,0.0,LogisticRegression,False
NRG1,3,0.4017,f1_weighted,,1.567,3,5330,0.0,LogisticRegression,False
NRG1,4,0.3951,f1_weighted,,1.567,3,5330,0.0,LogisticRegression,False
NRG1,5,0.397,f1_weighted,,1.567,3,5330,0.0,LogisticRegression,False
CLU,1,0.3783,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,2,0.3922,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,3,0.3856,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,4,0.3824,f1_weighted,,1.5685,3,5290,0.0,LogisticRegression,False
CLU,5,0.3876,f1_weighted,,1.5685,3,5289,0.0,LogisticRegression,False
ANK3,1,0.7903,f1_weighted,,1.2553,3,7533,0.0,LogisticRegression,False
ANK3,2,0.7942,f1_weighted,,1.2553,3,7533,0.0,LogisticRegression,False
ANK3,3,0.7965,f1_weighted,,1.2552,3,7532,0.0,LogisticRegression,False
ANK3,4,0.8006,f1_weighted,,1.2552,3,7532,0.0,LogisticRegression,False
ANK3,5,0.8178,f1_weighted,,1.2552,3,7532,0.0,LogisticRegression,False
IL2RA,1,0.4398,f1_weighted,,1.5007,3,5934,0.0,LogisticRegression,False
IL2RA,2,0.4634,f1_weighted,,1.5007,3,5934,0.0,LogisticRegression,False
IL2RA,3,0.4354,f1_weighted,,1.5008,3,5933,0.0,LogisticRegression,False
IL2RA,4,0.4542,f1_weighted,,1.5008,3,5933,0.0,LogisticRegression,False
IL2RA,5,0.4325,f1_weighted,,1.5008,3,5933,0.0,LogisticRegression,False
PICALM,1,0.372,f1_weighted,,1.581,3,5320,0.0,LogisticRegression,False
PICALM,2,0.3665,f1_weighted,,1.581,3,5320,0.0,LogisticRegression,False
PICALM,3,0.382,f1_weighted,,1.581,3,5319,0.0,LogisticRegression,False
PICALM,4,0.3707,f1_weighted,,1.581,3,5319,0.0,LogisticRegression,False
PICALM,5,0.3794,f1_weighted,,1.581,3,5319,0.0,LogisticRegression,False
SORL1,1,0.4009,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,2,0.4064,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,3,0.3972,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,4,0.3998,f1_weighted,,1.553,3,5345,0.0,LogisticRegression,False
SORL1,5,0.4025,f1_weighted,,1.553,3,5344,0.0,LogisticRegression,False
LRRK2,1,0.9989,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,2,0.9967,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,3,0.9977,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,4,0.996,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
LRRK2,5,0.9976,f1_weighted,,1.0,2,7978,0.0,LogisticRegression,False
CACNA1C,1,0.3631,f1_weighted,,1.585,3,5346,0.0,LogisticRegression,False
CACNA1C,2,0.3608,f1_weighted,,1.585,3,5346,0.0,LogisticRegression,False
CACNA1C,3,0.368,f1_weighted,,1.585,3,5345,0.0,LogisticRegression,False
CACNA1C,4,0.3529,f1_weighted,,1.585,3,5345,0.0,LogisticRegression,False
CACNA1C,5,0.3592,f1_weighted,,1.585,3,5345,0.0,LogisticRegression,False
TCF4,1,0.8125,f1_weighted,,1.2489,3,7551,0.0,LogisticRegression,False
TCF4,2,0.829,f1_weighted,,1.249,3,7551,0.0,LogisticRegression,False
TCF4,3,0.8357,f1_weighted,,1.249,3,7551,0.0,LogisticRegression,False
TCF4,4,0.8398,f1_weighted,,1.249,3,7551,0.0,LogisticRegression,False
TCF4,5,0.8315,f1_weighted,,1.2489,3,7551,0.0,LogisticRegression,False
CD33,1,0.3555,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,2,0.3733,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,3,0.3533,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,4,0.365,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
CD33,5,0.3623,f1_weighted,,1.5838,3,5460,0.0,LogisticRegression,False
Volume_of_brain_grey_white_matter,1,0.5549,r2,,1.0011566609967146,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,2,0.5373,r2,,0.9978077962421626,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,3,0.5575,r2,,0.9977002933980667,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,4,0.5071,r2,,0.9962851156757936,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter,5,0.529,r2,,1.0066119709060475,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,1,0.4666,r2,,1.008135047594791,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,2,0.4617,r2,,0.9933223315480688,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,3,0.4777,r2,,0.9946493484549758,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,4,0.4658,r2,,0.9946540815537411,,3991,0.0,Ridge,False
Volume_of_brain_grey_white_matter_normalised_for_head_size,5,0.4521,r2,,1.007767603346284,,3991,0.0,Ridge,False
Volume_of_white_matter,1,0.5546,r2,,1.0012235597967725,,3991,0.0,Ridge,False
Volume_of_white_matter,2,0.5213,r2,,0.995085181543053,,3991,0.0,Ridge,False
Volume_of_white_matter,3,0.5515,r2,,0.9992520152785663,,3991,0.0,Ridge,False
Volume_of_white_matter,4,0.515,r2,,0.9967451817838194,,3991,0.0,Ridge,False
Volume_of_white_matter,5,0.5268,r2,,1.0072555248237904,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,1,0.3627,r2,,1.0099773064526762,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,2,0.3343,r2,,0.983866078842197,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,3,0.3594,r2,,0.9998880536525935,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,4,0.3315,r2,,0.9948400790882176,,3991,0.0,Ridge,False
Volume_of_white_matter_normalised_for_head_size,5,0.3498,r2,,1.0096089803899548,,3991,0.0,Ridge,False
Volume_of_grey_matter,1,0.5002,r2,,1.0003266707435732,,3991,0.0,Ridge,False
Volume_of_grey_matter,2,0.4967,r2,,0.9987969913400245,,3991,0.0,Ridge,False
Volume_of_grey_matter,3,0.5102,r2,,1.000088749218261,,3991,0.0,Ridge,False
Volume_of_grey_matter,4,0.4359,r2,,0.9960311928555338,,3991,0.0,Ridge,False
Volume_of_grey_matter,5,0.4719,r2,,1.004301062784186,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,1,0.481,r2,,1.0024208165892616,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,2,0.4785,r2,,0.9964452821771432,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,3,0.4912,r2,,1.0017590119877058,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,4,0.4881,r2,,0.9960036608164499,,3991,0.0,Ridge,False
Volume_of_grey_matter_normalised_for_head_size,5,0.4531,r2,,1.0027903957930924,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,1,0.7069,r2,,1.0211792658679142,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,2,0.6587,r2,,0.9908232170376695,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,3,0.7068,r2,,1.00866718459597,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,4,0.7002,r2,,0.9914316246109313,,3991,0.0,Ridge,False
Total_volume_of_white_matter_hyperintensities_from_T1_and_T2_FLAIR_images,5,0.706,r2,,0.9880552003060138,,3991,0.0,Ridge,False
Alcohol_intake_frequency,1,0.0075,r2,,0.9983434070181519,,3991,0.0,Ridge,False
Alcohol_intake_frequency,2,0.0264,r2,,1.0029214477372026,,3991,0.0,Ridge,False
Alcohol_intake_frequency,3,0.0242,r2,,0.996398049667919,,3991,0.0,Ridge,False
Alcohol_intake_frequency,4,0.0186,r2,,0.9978224479265807,,3991,0.0,Ridge,False
Alcohol_intake_frequency,5,0.012,r2,,1.003500967405916,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,1,-0.005,r2,,0.8416652623393781,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,2,0.0017,r2,,0.8363300848278993,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,3,0.0128,r2,,0.8194401350564527,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,4,0.0119,r2,,0.7910202985152659,,3991,0.0,Ridge,False
Average_weekly_red_wine_intake,5,-0.004,r2,,0.8174276473858095,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,1,-0.001,r2,,0.8370882094441332,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,2,-0.0106,r2,,0.8027658820582653,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,3,-0.0021,r2,,0.8111792540903603,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,4,-0.009,r2,,0.8099568726239101,,3991,0.0,Ridge,False
Average_weekly_champagne_plus_white_wine_intake,5,-0.0099,r2,,0.830590731047109,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,1,0.0719,r2,,0.8428586877660922,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,2,0.0849,r2,,0.8796429820020933,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,3,0.0852,r2,,0.8088060343117991,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,4,0.0786,r2,,0.8277860586146455,,3991,0.0,Ridge,False
Average_weekly_beer_plus_cider_intake,5,0.069,r2,,0.8377283973377321,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,1,-0.0049,r2,,0.8449199710102534,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,2,-0.0013,r2,,0.8376096721629698,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,3,-0.0116,r2,,0.8627165977123791,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,4,-0.0111,r2,,0.7647000741181931,,3991,0.0,Ridge,False
Average_weekly_spirits_intake,5,-0.0031,r2,,0.8245275458650668,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,1,-0.0313,r2,,0.9215451030232796,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,2,-0.0246,r2,,0.8546931680890731,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,3,-0.016,r2,,0.8226235302974929,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,4,-0.0017,r2,,0.5333706620889792,,3991,0.0,Ridge,False
Average_weekly_fortified_wine_intake,5,-0.029,r2,,0.9094202128906136,,3991,0.0,Ridge,False
Alcohol_drinker_status,1,0.9745,f1_weighted,,1.1597,4,7799,0.0,LogisticRegression,False
Alcohol_drinker_status,2,0.9751,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Alcohol_drinker_status,3,0.9741,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Alcohol_drinker_status,4,0.9742,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Alcohol_drinker_status,5,0.9753,f1_weighted,,1.1599,4,7798,0.0,LogisticRegression,False
Pulse_wave_reflection_index,1,0.0005,r2,,0.627086270514027,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,2,-0.0304,r2,,1.057395661065651,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,3,0.0027,r2,,0.6634744261268507,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,4,-0.0577,r2,,1.0848518940290648,,3991,0.0,Ridge,False
Pulse_wave_reflection_index,5,-0.056,r2,,1.083504958417183,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,1,0.0015,r2,,0.6163810156471452,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,2,-0.0117,r2,,1.0338154419617773,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,3,-0.0025,r2,,0.7873306103440797,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,4,-0.0156,r2,,1.0449120696523324,,3991,0.0,Ridge,False
Pulse_wave_peak_to_peak_time,5,-0.0266,r2,,1.0402338365158397,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,1,0.0145,r2,,0.8460671881474301,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,2,0.0146,r2,,0.906158123306925,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,3,0.0187,r2,,0.9252420089366261,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,4,0.0225,r2,,0.9247560971186595,,3991,0.0,Ridge,False
Pulse_wave_Arterial_Stiffness_index,5,0.0205,r2,,0.9143278701074444,,3991,0.0,Ridge,False
Cholesterol,1,0.0195,r2,,0.9504597366131037,,3991,0.0,Ridge,False
Cholesterol,2,0.0114,r2,,0.9465525591642392,,3991,0.0,Ridge,False
Cholesterol,3,0.0135,r2,,0.953173711153401,,3991,0.0,Ridge,False
Cholesterol,4,0.0143,r2,,0.9464309818959667,,3991,0.0,Ridge,False
Cholesterol,5,0.011,r2,,0.9450534976030625,,3991,0.0,Ridge,False
Glucose,1,-0.0111,r2,,0.9110054997029335,,3991,0.0,Ridge,False
Glucose,2,0.0015,r2,,0.8681546198152305,,3991,0.0,Ridge,False
Glucose,3,-0.0084,r2,,0.922361452738204,,3991,0.0,Ridge,False
Glucose,4,0.01,r2,,0.774543977752701,,3991,0.0,Ridge,False
Glucose,5,0.0049,r2,,0.8961327712325623,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,1,0.0237,r2,,0.9385113735767847,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,2,0.0341,r2,,0.9495496382407015,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,3,0.0384,r2,,0.9366791118216004,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,4,0.0338,r2,,0.9215577244451032,,3991,0.0,Ridge,False
Glycated_haemoglobin_HbA1c,5,0.0376,r2,,0.9698905353724481,,3991,0.0,Ridge,False
HDL_cholesterol,1,0.1491,r2,,0.8765904188467232,,3991,0.0,Ridge,False
HDL_cholesterol,2,0.1402,r2,,0.8901523661386557,,3991,0.0,Ridge,False
HDL_cholesterol,3,0.1348,r2,,0.8860912801091712,,3991,0.0,Ridge,False
HDL_cholesterol,4,0.1389,r2,,0.8924908050493253,,3991,0.0,Ridge,False
HDL_cholesterol,5,0.1517,r2,,0.8867674656382296,,3991,0.0,Ridge,False
LDL_direct,1,0.0101,r2,,0.952736348224913,,3991,0.0,Ridge,False
LDL_direct,2,0.0044,r2,,0.9415403212029004,,3991,0.0,Ridge,False
LDL_direct,3,0.001,r2,,0.9509389473690089,,3991,0.0,Ridge,False
LDL_direct,4,0.0027,r2,,0.9429175404517549,,3991,0.0,Ridge,False
LDL_direct,5,-0.0011,r2,,0.9451276612255045,,3991,0.0,Ridge,False
Triglycerides,1,0.0511,r2,,0.9567518416129827,,3991,0.0,Ridge,False
Triglycerides,2,0.0525,r2,,0.9563172278527368,,3991,0.0,Ridge,False
Triglycerides,3,0.0578,r2,,0.9610462032457271,,3991,0.0,Ridge,False
Triglycerides,4,0.0513,r2,,0.94082914253597,,3991,0.0,Ridge,False
Triglycerides,5,0.0511,r2,,0.9547651376361498,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,1,0.0143,r2,,0.9853373194587922,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,2,0.0008,r2,,0.9940972520626541,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,3,-0.0048,r2,,0.9962742065813041,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,4,0.0164,r2,,0.9804582866409945,,3991,0.0,Ridge,False
Pulse_rate_automated_reading,5,0.0115,r2,,0.9873719038650705,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,1,0.0556,r2,,0.9852176675093759,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,2,0.042,r2,,0.9887476899722847,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,3,0.0401,r2,,0.9895763007560583,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,4,0.0576,r2,,0.9844270331858445,,3991,0.0,Ridge,False
Diastolic_blood_pressure_automated_reading,5,0.0486,r2,,0.994655317874984,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,1,0.083,r2,,0.982850393165225,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,2,0.0725,r2,,0.9946384355418731,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,3,0.0689,r2,,0.9873389387030242,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,4,0.0821,r2,,0.9902941847842236,,3991,0.0,Ridge,False
Systolic_blood_pressure_automated_reading,5,0.0845,r2,,0.989904982765766,,3991,0.0,Ridge,False
Cancer_diagnosed_by_doctor,1,0.971,f1_weighted,,1.1657,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,2,0.971,f1_weighted,,1.1657,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,3,0.9704,f1_weighted,,1.1657,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,4,0.971,f1_weighted,,1.1655,4,7758,0.0,LogisticRegression,False
Cancer_diagnosed_by_doctor,5,0.9713,f1_weighted,,1.1658,4,7757,0.0,LogisticRegression,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,1,0.0389,r2,,0.9490826592091018,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,2,0.0444,r2,,0.9557618660823186,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,3,0.0429,r2,,0.968562877354018,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,4,0.0584,r2,,0.9534801561863514,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_120_degrees,5,0.0407,r2,,0.9599058174673176,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,1,0.0589,r2,,0.950167114650955,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,2,0.0673,r2,,0.9579556579622162,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,3,0.0648,r2,,0.9719528905245475,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,4,0.0755,r2,,0.9509127650250787,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_120_degrees,5,0.0552,r2,,0.9580923945242957,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,1,0.0555,r2,,0.9498999487948044,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,2,0.0673,r2,,0.9628664862192207,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,3,0.0589,r2,,0.9704234525246223,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,4,0.0716,r2,,0.9519505698848273,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_120_degrees,5,0.0509,r2,,0.9566807523567206,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,1,0.0357,r2,,0.9528594789755438,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,2,0.0378,r2,,0.956636341300652,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,3,0.0502,r2,,0.9755944298859203,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,4,0.0554,r2,,0.9497747466567233,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_150_degrees,5,0.0442,r2,,0.9740667123864081,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,1,0.0549,r2,,0.9547590638633322,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,2,0.056,r2,,0.9584427359135497,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,3,0.0642,r2,,0.9737962797696087,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,4,0.0647,r2,,0.9571741950224484,,3991,0.0,Ridge,False
Mean_carotid_IMT_intima_medial_thickness_at_150_degrees,5,0.0635,r2,,0.9662273376522578,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,1,0.0567,r2,,0.9594160065688114,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,2,0.0508,r2,,0.9565040949104143,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,3,0.0546,r2,,0.9709889245723489,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,4,0.0536,r2,,0.9645062439877384,,3991,0.0,Ridge,False
Maximum_carotid_IMT_intima_medial_thickness_at_150_degrees,5,0.0604,r2,,0.9606111156445375,,3991,0.0,Ridge,False
Minimum_carotid_IMT_intima_medial_thickness_at_210_degrees,1,0.029,r2,,0.9576955828797178,,3991,0.0,Ridge,False
